Column 1,Column 2,Modifier Indicator
0881T,93010,Misuse of Column Two code with Column One code
0881T,99213,CPT Manual or CMS manual coding instruction
0884T,43239,Mutually exclusive procedures
0884T,93000,Misuse of Column Two code with Column One code
0884T,93010,Misuse of Column Two code with Column One code
0884T,99213,CPT Manual or CMS manual coding instruction
0885T,45378,CPT Separate procedure definition
0885T,93000,CPT Manual or CMS manual coding instruction
0885T,93010,CPT Manual or CMS manual coding instruction
0885T,99213,CPT Manual or CMS manual coding instruction
0886T,45378,More extensive procedure
0886T,93000,Misuse of Column Two code with Column One code
0886T,93010,Misuse of Column Two code with Column One code
0886T,99213,CPT Manual or CMS manual coding instruction
0888T,93000,CPT Manual or CMS manual coding instruction
0888T,93010,CPT Manual or CMS manual coding instruction
0888T,99213,CPT Manual or CMS manual coding instruction
0889T,99213,CPT Manual or CMS manual coding instruction
0889T,99282,Misuse of Column Two code with Column One code
0889T,99283,Misuse of Column Two code with Column One code
0890T,93000,CPT Manual or CMS manual coding instruction
0890T,93010,CPT Manual or CMS manual coding instruction
0890T,99213,Standards of medical/surgical practice
0890T,99282,Standards of medical/surgical practice
0890T,99283,Standards of medical/surgical practice
0891T,93000,CPT Manual or CMS manual coding instruction
0891T,93010,CPT Manual or CMS manual coding instruction
0891T,99213,Standards of medical/surgical practice
0891T,99282,Standards of medical/surgical practice
0891T,99283,Standards of medical/surgical practice
0892T,99213,Standards of medical/surgical practice
0892T,99282,Standards of medical/surgical practice
0892T,99283,Standards of medical/surgical practice
0897T,93000,CPT Manual or CMS manual coding instruction
0897T,93010,CPT Manual or CMS manual coding instruction
0898T,99213,CPT Manual or CMS manual coding instruction
0901T,93000,Misuse of Column Two code with Column One code
0901T,93010,Misuse of Column Two code with Column One code
0901T,99213,CPT Manual or CMS manual coding instruction
0908T,93000,Misuse of Column Two code with Column One code
0908T,93010,Misuse of Column Two code with Column One code
0908T,99213,CPT Manual or CMS manual coding instruction
0909T,93000,Misuse of Column Two code with Column One code
0909T,93010,Misuse of Column Two code with Column One code
0909T,99213,CPT Manual or CMS manual coding instruction
0910T,93000,Misuse of Column Two code with Column One code
0910T,93010,Misuse of Column Two code with Column One code
0910T,99213,CPT Manual or CMS manual coding instruction
0913T,93000,Misuse of Column Two code with Column One code
0913T,93010,Misuse of Column Two code with Column One code
0913T,99213,CPT Manual or CMS manual coding instruction
0915T,93000,Misuse of Column Two code with Column One code
0915T,93010,Misuse of Column Two code with Column One code
0915T,99213,CPT Manual or CMS manual coding instruction
0916T,93000,Misuse of Column Two code with Column One code
0916T,93010,Misuse of Column Two code with Column One code
0916T,99213,CPT Manual or CMS manual coding instruction
0918T,93000,Misuse of Column Two code with Column One code
0918T,93010,Misuse of Column Two code with Column One code
0918T,99213,CPT Manual or CMS manual coding instruction
0919T,93000,Misuse of Column Two code with Column One code
0919T,93010,Misuse of Column Two code with Column One code
0919T,99213,CPT Manual or CMS manual coding instruction
0920T,93000,Misuse of Column Two code with Column One code
0920T,93010,Misuse of Column Two code with Column One code
0920T,99213,CPT Manual or CMS manual coding instruction
0921T,93000,Misuse of Column Two code with Column One code
0921T,93010,Misuse of Column Two code with Column One code
0921T,99213,CPT Manual or CMS manual coding instruction
0922T,93000,Misuse of Column Two code with Column One code
0922T,93010,Misuse of Column Two code with Column One code
0922T,99213,CPT Manual or CMS manual coding instruction
0923T,99213,CPT Manual or CMS manual coding instruction
10030,93000,Standards of medical/surgical practice
10030,93010,Standards of medical/surgical practice
10035,93000,Misuse of Column Two code with Column One code
10035,93010,Misuse of Column Two code with Column One code
10035,99213,CPT Manual or CMS manual coding instruction
10036,93000,Misuse of Column Two code with Column One code
10036,93010,Misuse of Column Two code with Column One code
10036,99213,CPT Manual or CMS manual coding instruction
10040,93000,Standards of medical/surgical practice
10040,93010,Standards of medical/surgical practice
10060,93000,Standards of medical/surgical practice
10060,93010,Standards of medical/surgical practice
10061,93000,Standards of medical/surgical practice
10061,93010,Standards of medical/surgical practice
10080,93000,Standards of medical/surgical practice
10080,93010,Standards of medical/surgical practice
10081,93000,Standards of medical/surgical practice
10081,93010,Standards of medical/surgical practice
10120,93000,Standards of medical/surgical practice
10120,93010,Standards of medical/surgical practice
10121,93000,Standards of medical/surgical practice
10121,93010,Standards of medical/surgical practice
10140,93000,Standards of medical/surgical practice
10140,93010,Standards of medical/surgical practice
10160,93000,Standards of medical/surgical practice
10160,93010,Standards of medical/surgical practice
10180,93000,Standards of medical/surgical practice
10180,93010,Standards of medical/surgical practice
11000,93000,Standards of medical/surgical practice
11000,93010,Standards of medical/surgical practice
11004,93000,Standards of medical/surgical practice
11004,93010,Standards of medical/surgical practice
11005,93000,Standards of medical/surgical practice
11005,93010,Standards of medical/surgical practice
11006,93000,Standards of medical/surgical practice
11006,93010,Standards of medical/surgical practice
11010,27447,Mutually exclusive procedures
11010,29881,Mutually exclusive procedures
11010,93000,Standards of medical/surgical practice
11010,93010,Standards of medical/surgical practice
11011,27447,Mutually exclusive procedures
11011,29881,Mutually exclusive procedures
11011,93000,Standards of medical/surgical practice
11011,93010,Standards of medical/surgical practice
11012,27447,Mutually exclusive procedures
11012,29881,Mutually exclusive procedures
11012,93000,Standards of medical/surgical practice
11012,93010,Standards of medical/surgical practice
11040,93000,Standards of medical/surgical practice
11040,93010,Standards of medical/surgical practice
11041,93000,Standards of medical/surgical practice
11041,93010,Standards of medical/surgical practice
11042,93000,Standards of medical/surgical practice
11042,93010,Standards of medical/surgical practice
11043,93000,Standards of medical/surgical practice
11043,93010,Standards of medical/surgical practice
11044,93000,Standards of medical/surgical practice
11044,93010,Standards of medical/surgical practice
11055,93000,Standards of medical/surgical practice
11055,93010,Standards of medical/surgical practice
11056,93000,Standards of medical/surgical practice
11056,93010,Standards of medical/surgical practice
11057,93000,Standards of medical/surgical practice
11057,93010,Standards of medical/surgical practice
11100,93000,Standards of medical/surgical practice
11100,93010,Standards of medical/surgical practice
11102,93000,Misuse of Column Two code with Column One code
11102,93010,Misuse of Column Two code with Column One code
11102,99213,CPT Manual or CMS manual coding instruction
11103,93000,Misuse of Column Two code with Column One code
11103,93010,Misuse of Column Two code with Column One code
11103,99213,CPT Manual or CMS manual coding instruction
11104,93000,Misuse of Column Two code with Column One code
11104,93010,Misuse of Column Two code with Column One code
11104,99213,CPT Manual or CMS manual coding instruction
11105,93000,Misuse of Column Two code with Column One code
11105,93010,Misuse of Column Two code with Column One code
11105,99213,CPT Manual or CMS manual coding instruction
11106,93000,Misuse of Column Two code with Column One code
11106,93010,Misuse of Column Two code with Column One code
11106,99213,CPT Manual or CMS manual coding instruction
11107,93000,Misuse of Column Two code with Column One code
11107,93010,Misuse of Column Two code with Column One code
11107,99213,CPT Manual or CMS manual coding instruction
11200,93000,Standards of medical/surgical practice
11200,93010,Standards of medical/surgical practice
11300,93000,Standards of medical/surgical practice
11300,93010,Standards of medical/surgical practice
11301,93000,Standards of medical/surgical practice
11301,93010,Standards of medical/surgical practice
11302,93000,Standards of medical/surgical practice
11302,93010,Standards of medical/surgical practice
11303,93000,Standards of medical/surgical practice
11303,93010,Standards of medical/surgical practice
11305,93000,Standards of medical/surgical practice
11305,93010,Standards of medical/surgical practice
11306,93000,Standards of medical/surgical practice
11306,93010,Standards of medical/surgical practice
11307,93000,Standards of medical/surgical practice
11307,93010,Standards of medical/surgical practice
11308,93000,Standards of medical/surgical practice
11308,93010,Standards of medical/surgical practice
11310,93000,Standards of medical/surgical practice
11310,93010,Standards of medical/surgical practice
11311,93000,Standards of medical/surgical practice
11311,93010,Standards of medical/surgical practice
11312,93000,Standards of medical/surgical practice
11312,93010,Standards of medical/surgical practice
11313,93000,Standards of medical/surgical practice
11313,93010,Standards of medical/surgical practice
11400,93000,Standards of medical/surgical practice
11400,93010,Standards of medical/surgical practice
11401,93000,Standards of medical/surgical practice
11401,93010,Standards of medical/surgical practice
11402,93000,Standards of medical/surgical practice
11402,93010,Standards of medical/surgical practice
11403,93000,Standards of medical/surgical practice
11403,93010,Standards of medical/surgical practice
11404,93000,Standards of medical/surgical practice
11404,93010,Standards of medical/surgical practice
11406,93000,Standards of medical/surgical practice
11406,93010,Standards of medical/surgical practice
11420,93000,Standards of medical/surgical practice
11420,93010,Standards of medical/surgical practice
11421,93000,Standards of medical/surgical practice
11421,93010,Standards of medical/surgical practice
11422,93000,Standards of medical/surgical practice
11422,93010,Standards of medical/surgical practice
11423,93000,Standards of medical/surgical practice
11423,93010,Standards of medical/surgical practice
11424,93000,Standards of medical/surgical practice
11424,93010,Standards of medical/surgical practice
